inspection_id,vehicle_id,model,plant,component_id,component_type,supplier,inspection_date,fault_code,fault_type,severity,sensor_value,inspection_result,repair_action
INS1067,V0484,MODEL_B,Plant_3,CMP0156,Temperature Sensor,Supplier_A,2026-03-23,NO_SIG,No Signal,Low,63.91,Fail,Check wiring and connector
INS1068,V0458,MODEL_C,Plant_3,CMP0138,Brake Sensor,Supplier_C,2026-03-31,SIG_ERR,Signal Error,Medium,66.14,Fail,Inspect sensor connection
INS1069,V0296,MODEL_A,Plant_1,CMP0167,Brake Sensor,Supplier_A,2026-04-25,CAL_ERR,Calibration Error,High,19.06,Fail,Recalibrate sensor
INS1070,V0262,MODEL_B,Plant_1,CMP0151,Brake Sensor,Supplier_B,2026-03-18,SIG_ERR,Signal Error,Low,82.82,Fail,Inspect sensor connection
INS1071,V0244,MODEL_C,Plant_3,CMP0289,Temperature Sensor,Supplier_C,2026-08-13,TEMP_INV,Invalid Reading,Medium,25.16,Fail,Replace or recalibrate sensor
INS1072,V0317,MODEL_C,Plant_3,CMP0026,Battery,Supplier_B,2026-04-05,BAT_TEMP,Overheating,High,62.66,Fail,Inspect cooling system
INS1073,V0331,MODEL_A,Plant_1,CMP0244,Brake Sensor,Supplier_B,2026-06-28,NO_SIG,No Signal,Medium,92.54,Fail,Check wiring and connector
INS1074,V0474,MODEL_B,Plant_3,CMP0056,Brake Sensor,Supplier_A,2026-06-17,SIG_ERR,Signal Error,High,99.75,Fail,Inspect sensor connection
INS1075,V0231,MODEL_B,Plant_2,CMP0033,Battery,Supplier_C,2026-04-06,BAT_VOLT,Voltage Drop,Medium,63.14,Fail,Check battery voltage
INS1076,V0052,MODEL_C,Plant_2,CMP0185,Brake Sensor,Supplier_A,2026-02-24,NO_SIG,No Signal,Low,68.74,Fail,Check wiring and connector
INS1077,V0365,MODEL_C,Plant_2,CMP0073,Battery,Supplier_A,2026-05-30,BAT_VOLT,Voltage Drop,Medium,77.78,Fail,Check battery voltage
INS1078,V0132,MODEL_C,Plant_1,CMP0037,Temperature Sensor,Supplier_C,2026-07-25,TEMP_INV,Invalid Reading,Low,112.02,Fail,Replace or recalibrate sensor
INS1079,V0165,MODEL_A,Plant_1,CMP0220,Battery,Supplier_A,2026-07-15,BAT_CELL,Cell Imbalance,Low,46.22,Fail,Inspect battery cells
INS1080,V0422,MODEL_C,Plant_3,CMP0102,Battery,Supplier_B,2026-04-01,BAT_TEMP,Overheating,High,48.66,Fail,Inspect cooling system
INS1081,V0349,MODEL_A,Plant_1,CMP0130,Brake Sensor,Supplier_A,2026-07-04,,Calibration Error,Low,92.61,Fail,Recalibrate sensor
INS1082,V0464,MODEL_B,Plant_3,CMP0116,Temperature Sensor,Supplier_B,2026-03-14,TEMP_INV,Invalid Reading,Low,80.67,Fail,Replace or recalibrate sensor
INS1083,V0239,MODEL_B,Plant_2,CMP0287,Temperature Sensor,Supplier_A,2026-08-03,TEMP_DRIFT,Signal Drift,Medium,89.06,Fail,Perform sensor calibration
INS1084,V0295,MODEL_B,Plant_3,CMP0204,Temperature Sensor,Supplier_A,2026-06-03,TEMP_DRIFT,Signal Drift,Low,18.67,Fail,Perform sensor calibration
INS1085,V0180,MODEL_B,Plant_2,CMP0250,Battery,Supplier_A,2026-07-16,BAT_VOLT,Voltage Drop,Medium,70.69,Fail,Check battery voltage
INS1086,V0060,MODEL_C,Plant_1,CMP0294,Battery,Supplier_C,2026-02-06,BAT_TEMP,Overheating,Low,69.37,Fail,Inspect cooling system
INS1087,V0046,MODEL_A,Plant_3,CMP0281,Temperature Sensor,Supplier_A,2026-03-06,TEMP_DRIFT,Signal Drift,Medium,106.4,Fail,Perform sensor calibration
INS1088,V0292,MODEL_B,Plant_3,CMP0214,Battery,Supplier_C,2026-03-03,BAT_VOLT,Voltage Drop,Low,78.15,Fail,Check battery voltage
INS1089,V0259,MODEL_A,Plant_3,CMP0161,Brake Sensor,Supplier_C,2026-05-15,NO_SIG,No Signal,Medium,35.67,Fail,Check wiring and connector
INS1090,V0071,MODEL_B,Plant_3,CMP0145,Battery,Supplier_C,2026-08-20,BAT_CELL,Cell Imbalance,High,39.72,Fail,Inspect battery cells
INS1091,V0436,MODEL_A,Plant_3,CMP0237,Battery,Supplier_A,2026-04-15,BAT_CELL,Cell Imbalance,Medium,69.92,Fail,Inspect battery cells
INS1092,V0279,MODEL_B,Plant_2,CMP0170,Temperature Sensor,Supplier_C,2026-05-10,NO_SIG,No Signal,Medium,43.8,Fail,Check wiring and connector
INS1093,V0162,MODEL_A,Plant_3,CMP0185,Brake Sensor,Supplier_B,2026-07-20,SIG_ERR,Signal Error,Low,2.01,Fail,Inspect sensor connection
INS1094,V0072,MODEL_B,Plant_1,CMP0146,Battery,Supplier_A,2026-08-11,BAT_CELL,Cell Imbalance,Low,43.01,Fail,Inspect battery cells
INS1095,V0241,MODEL_B,Plant_2,CMP0239,Brake Sensor,Supplier_A,2026-04-14,SIG_ERR,Signal Error,Medium,21.27,Fail,Inspect sensor connection
INS1096,V0219,MODEL_C,Plant_3,CMP0112,Brake Sensor,Supplier_A,2026-08-26,CAL_ERR,Calibration Error,High,44.85,Fail,Recalibrate sensor
INS1097,V0290,MODEL_B,Plant_3,CMP0182,Temperature Sensor,Supplier_B,2026-02-14,NO_SIG,No Signal,High,41.23,Fail,Check wiring and connector
INS1098,V0192,MODEL_C,Plant_1,CMP0230,Temperature Sensor,Supplier_C,2026-07-11,TEMP_INV,Invalid Reading,Low,103.45,Fail,Replace or recalibrate sensor
INS1099,V0360,MODEL_A,Plant_2,CMP0067,Battery,Supplier_B,2026-04-04,BAT_TEMP,Overheating,Low,51.17,Fail,Inspect cooling system
INS1100,V0008,MODEL_B,Plant_3,CMP0144,Battery,Supplier_B,2026-05-29,BAT_TEMP,Overheating,Low,9999.0,Fail,Inspect cooling system
INS1101,V0430,MODEL_A,Plant_2,CMP0250,Brake Sensor,Supplier_A,2026-03-13,CAL_ERR,Calibration Error,Low,67.11,Fail,Recalibrate sensor
INS1102,V0196,MODEL_A,Plant_3,CMP0189,Brake Sensor,Supplier_C,2026-04-20,NO_SIG,No Signal,High,26.44,Fail,Check wiring and connector
INS1103,V0476,MODEL_B,Plant_1,CMP0169,Battery,Supplier_C,2026-08-17,BAT_VOLT,Voltage Drop,High,36.91,Fail,Check battery voltage
INS1104,V0280,MODEL_C,Plant_1,CMP0114,Brake Sensor,Supplier_B,2026-04-03,SIG_ERR,Signal Error,Medium,88.41,Fail,Inspect sensor connection
INS1105,V0072,MODEL_A,Plant_1,CMP0287,Temperature Sensor,Supplier_A,2026-01-01,TEMP_DRIFT,Signal Drift,Low,73.09,Fail,Perform sensor calibration
INS1106,V0242,MODEL_B,Plant_1,CMP0009,Temperature Sensor,Supplier_A,2026-02-03,TEMP_DRIFT,Signal Drift,Medium,86.06,Fail,Perform sensor calibration
INS1107,V0456,MODEL_A,Plant_1,CMP0261,Brake Sensor,Supplier_A,2026-08-17,CAL_ERR,Calibration Error,High,8.62,Fail,Recalibrate sensor
INS1108,V0171,MODEL_C,Plant_3,CMP0052,Brake Sensor,Supplier_B,2026-07-06,SIG_ERR,Signal Error,High,57.5,Fail,Inspect sensor connection
INS1109,V0468,MODEL_A,Plant_3,CMP0185,Temperature Sensor,Supplier_B,2026-06-16,TEMP_INV,Invalid Reading,Low,51.28,Fail,Replace or recalibrate sensor
INS1110,V0416,MODEL_A,Plant_3,CMP0285,Temperature Sensor,Supplier_B,2026-01-05,TEMP_INV,Invalid Reading,High,115.99,Fail,Replace or recalibrate sensor
INS1111,V0089,MODEL_C,Plant_3,CMP0134,Battery,Supplier_B,2026-06-17,BAT_CELL,Cell Imbalance,High,45.01,Fail,Inspect battery cells
INS1112,V0089,MODEL_C,Plant_3,CMP0062,Temperature Sensor,Supplier_A,2026-02-18,TEMP_INV,Invalid Reading,Low,-16.78,Fail,Replace or recalibrate sensor
INS1113,V0159,MODEL_A,Plant_3,CMP0086,Temperature Sensor,Supplier_B,2026-06-19,TEMP_INV,Invalid Reading,High,72.76,Fail,Replace or recalibrate sensor
INS1114,V0293,MODEL_A,Plant_1,CMP0003,Battery,Supplier_A,2026-02-13,BAT_TEMP,Overheating,Medium,74.6,Fail,Inspect cooling system
INS1115,V0256,MODEL_B,Plant_2,CMP0288,Temperature Sensor,Supplier_B,2026-07-30,TEMP_DRIFT,Signal Drift,Low,-15.58,Fail,Perform sensor calibration
INS1116,V0238,MODEL_B,Plant_1,CMP0192,Temperature Sensor,Supplier_B,2026-08-05,NO_SIG,No Signal,High,27.35,Fail,Check wiring and connector
INS1117,V0052,MODEL_B,Plant_2,CMP0024,Brake Sensor,Supplier_B,2026-03-27,CAL_ERR,Calibration Error,Low,0.66,Fail,Recalibrate sensor
INS1118,V0368,MODEL_B,Plant_1,CMP0089,Temperature Sensor,Supplier_A,2026-03-04,TEMP_DRIFT,Signal Drift,Medium,75.29,Fail,Perform sensor calibration
INS1119,V0380,MODEL_C,Plant_3,CMP0153,Temperature Sensor,Supplier_A,2026-03-22,NO_SIG,No Signal,Medium,59.78,Fail,Check wiring and connector
INS1120,V0268,MODEL_A,Plant_2,CMP0158,Temperature Sensor,Supplier_B,2026-04-07,TEMP_DRIFT,Signal Drift,Low,54.09,Fail,Perform sensor calibration
INS1121,V0307,MODEL_C,Plant_1,CMP0254,Brake Sensor,Supplier_C,2026-03-08,CAL_ERR,Calibration Error,Low,57.64,Fail,Recalibrate sensor
INS1122,V0042,MODEL_B,Plant_2,CMP0187,Battery,Supplier_B,2026-08-12,BAT_CELL,Cell Imbalance,High,29.56,Fail,Inspect battery cells
INS1123,V0467,MODEL_C,Plant_1,CMP0182,Brake Sensor,Supplier_A,2026-02-26,NO_SIG,No Signal,High,51.78,Fail,Check wiring and connector
INS1124,V0326,MODEL_A,Plant_3,CMP0105,Brake Sensor,Supplier_C,2026-02-13,NO_SIG,No Signal,Low,51.18,Fail,Check wiring and connector
INS1125,V0497,MODEL_B,Plant_2,CMP0170,Battery,Supplier_C,2026-04-17,BAT_TEMP,Overheating,Low,54.07,Fail,Inspect cooling system
INS1126,V0459,MODEL_B,Plant_3,CMP0250,Temperature Sensor,Supplier_A,2026-02-02,TEMP_DRIFT,Signal Drift,Low,94.72,Fail,Perform sensor calibration
INS1127,V0009,MODEL_C,Plant_2,CMP0092,Battery,Supplier_C,2026-05-30,BAT_TEMP,Overheating,Low,27.47,Fail,Inspect cooling system
INS1128,V0413,MODEL_B,Plant_1,CMP0177,Battery,Supplier_C,2026-01-04,BAT_TEMP,Overheating,Medium,28.39,Fail,Inspect cooling system
INS1129,V0308,MODEL_B,Plant_2,CMP0294,Temperature Sensor,Supplier_B,2026-07-21,NO_SIG,No Signal,Medium,87.96,Fail,Check wiring and connector
INS1130,V0350,MODEL_B,Plant_2,CMP0202,Brake Sensor,Supplier_A,2026-04-27,CAL_ERR,Calibration Error,High,34.04,Fail,Recalibrate sensor
INS1131,V0011,MODEL_A,Plant_1,CMP0096,Brake Sensor,Supplier_A,2026-06-16,,Calibration Error,High,13.69,Fail,Recalibrate sensor
INS1132,V0366,MODEL_B,Plant_2,CMP0271,Temperature Sensor,,2026-04-14,TEMP_INV,Invalid Reading,Low,109.3,Fail,Replace or recalibrate sensor
INS1133,V0053,MODEL_A,Plant_3,CMP0196,Battery,Supplier_B,2026-02-28,BAT_TEMP,Overheating,Low,42.82,Fail,Inspect cooling system
INS1134,V0071,MODEL_C,Plant_1,CMP0112,Battery,Supplier_A,2026-04-09,BAT_CELL,Cell Imbalance,Low,42.02,Fail,Inspect battery cells
INS1135,V0201,MODEL_A,Plant_1,CMP0064,Battery,Supplier_B,2026-05-04,BAT_TEMP,Overheating,Low,47.67,Fail,Inspect cooling system
INS1136,V0214,MODEL_B,Plant_1,CMP0021,Battery,Supplier_A,2026-03-22,BAT_TEMP,Overheating,Low,79.94,Fail,Inspect cooling system
INS1137,V0254,MODEL_A,Plant_2,CMP0149,Brake Sensor,Supplier_C,2026-05-19,CAL_ERR,Calibration Error,Medium,69.4,Fail,Recalibrate sensor
INS1138,V0119,MODEL_A,Plant_3,CMP0280,Battery,Supplier_B,2026-07-21,BAT_TEMP,Overheating,Low,79.1,Fail,Inspect cooling system
INS1139,V0064,MODEL_A,Plant_3,CMP0003,Brake Sensor,Supplier_A,2026-01-18,CAL_ERR,Calibration Error,Low,29.43,Fail,Recalibrate sensor
INS1140,V0027,MODEL_A,Plant_1,CMP0115,Brake Sensor,Supplier_A,2026-02-07,NO_SIG,No Signal,High,89.74,Fail,Check wiring and connector
INS1141,V0128,MODEL_C,Plant_3,CMP0293,Battery,Supplier_C,2026-08-21,BAT_TEMP,Overheating,Low,52.05,Fail,Inspect cooling system
INS1142,V0290,MODEL_A,Plant_2,CMP0300,Brake Sensor,Supplier_C,2026-03-01,NO_SIG,No Signal,Critical,93.86,Fail,Check wiring and connector
INS1143,V0496,MODEL_C,Plant_1,CMP0292,Battery,Supplier_C,2026-05-09,BAT_TEMP,Overheating,Low,43.18,Fail,Inspect cooling system
INS1144,V0248,MODEL_A,Plant_2,CMP0034,Temperature Sensor,Supplier_A,2026-08-15,NO_SIG,No Signal,Low,6.96,Fail,Check wiring and connector
INS1145,V0438,MODEL_C,Plant_2,CMP0201,Brake Sensor,Supplier_A,2026-02-06,CAL_ERR,Calibration Error,High,12.51,Fail,Recalibrate sensor
INS1146,V0128,MODEL_B,Plant_3,CMP0195,Battery,Supplier_A,2026-06-06,BAT_TEMP,Overheating,High,72.89,Fail,Inspect cooling system
INS1147,V0398,MODEL_B,Plant_1,CMP0223,Brake Sensor,Supplier_A,2026-06-14,SIG_ERR,Signal Error,Low,48.12,Fail,Inspect sensor connection
INS1148,V0122,MODEL_A,Plant_3,CMP0105,Battery,Supplier_C,2026-07-11,BAT_TEMP,Overheating,Low,20.06,Fail,Inspect cooling system
INS1149,V0380,MODEL_A,Plant_2,CMP0191,Temperature Sensor,Supplier_B,2026-02-10,NO_SIG,No Signal,High,17.31,Fail,Check wiring and connector
INS1150,V0449,MODEL_C,Plant_3,CMP0223,Brake Sensor,,2026-04-07,SIG_ERR,Signal Error,Low,80.62,Fail,Inspect sensor connection
INS1151,V0064,MODEL_B,Plant_3,CMP0114,Brake Sensor,Supplier_A,2026-02-20,CAL_ERR,Calibration Error,Medium,11.91,Fail,Recalibrate sensor
INS1152,V0193,MODEL_C,Plant_1,CMP0082,Temperature Sensor,Supplier_C,2026-06-14,TEMP_INV,Invalid Reading,Medium,65.46,Fail,Replace or recalibrate sensor
INS1153,V0310,MODEL_C,Plant_2,CMP0070,Temperature Sensor,Supplier_C,2026-03-06,TEMP_INV,Invalid Reading,Medium,117.89,Fail,Replace or recalibrate sensor
INS1154,V0086,MODEL_B,Plant_3,CMP0228,Battery,Supplier_B,2026-06-04,BAT_TEMP,Overheating,Low,34.74,Fail,Inspect cooling system
INS1155,V0096,MODEL_B,Plant_1,CMP0039,Battery,Supplier_B,2026-07-26,BAT_TEMP,Overheating,Medium,62.15,Fail,Inspect cooling system
INS1156,V0098,MODEL_C,Plant_2,CMP0270,Battery,Supplier_C,2026-02-06,BAT_TEMP,Overheating,Medium,73.74,Fail,Inspect cooling system
INS1157,V0197,MODEL_B,Plant_3,CMP0098,Battery,Supplier_B,2026-07-20,BAT_VOLT,Voltage Drop,High,59.74,Fail,Check battery voltage
INS1158,V0255,MODEL_B,Plant_1,CMP0167,Brake Sensor,Supplier_A,2026-03-06,SIG_ERR,Signal Error,Medium,75.66,Fail,Inspect sensor connection
INS1159,V0174,MODEL_B,Plant_3,CMP0022,Temperature Sensor,Supplier_A,2026-02-16,TEMP_INV,Invalid Reading,Medium,-8.28,Fail,Replace or recalibrate sensor
INS1160,V0086,MODEL_B,Plant_1,CMP0188,Brake Sensor,Supplier_A,2026-02-21,NO_SIG,No Signal,Medium,48.67,Fail,Check wiring and connector
INS1161,V0168,MODEL_C,Plant_3,CMP0118,Brake Sensor,Supplier_C,2026-06-06,SIG_ERR,Signal Error,Medium,69.91,Fail,Inspect sensor connection
INS1162,V0222,MODEL_A,Plant_3,CMP0101,Battery,Supplier_A,2026-05-27,BAT_VOLT,Voltage Drop,Low,64.29,Fail,Check battery voltage
INS1163,V0002,MODEL_C,Plant_3,CMP0014,Battery,Supplier_A,2026-01-18,BAT_VOLT,Voltage Drop,High,58.5,Fail,Check battery voltage
INS1164,V0335,MODEL_A,Plant_1,CMP0101,Temperature Sensor,Supplier_A,2026-06-13,TEMP_DRIFT,Signal Drift,Low,2.05,Fail,Perform sensor calibration
INS1165,V0075,MODEL_B,Plant_1,CMP0269,Temperature Sensor,Supplier_A,2026-02-28,TEMP_DRIFT,Signal Drift,High,14.1,Fail,Perform sensor calibration
INS1166,V0383,MODEL_A,Plant_1,CMP0246,Temperature Sensor,Supplier_B,2026-07-27,TEMP_DRIFT,Signal Drift,Medium,115.71,Fail,Perform sensor calibration
INS1167,V0476,MODEL_B,Plant_3,CMP0150,Temperature Sensor,Supplier_B,2026-03-13,TEMP_INV,Invalid Reading,Low,76.7,Fail,Replace or recalibrate sensor
INS1168,V0202,MODEL_C,Plant_3,CMP0057,Battery,Supplier_A,2026-04-13,BAT_CELL,Cell Imbalance,High,51.45,Fail,Inspect battery cells
INS1169,V0397,MODEL_B,Plant_1,CMP0197,Battery,Supplier_C,2026-04-03,BAT_TEMP,Overheating,Low,36.69,Fail,Inspect cooling system
INS1170,V0079,MODEL_C,Plant_1,CMP0080,Temperature Sensor,Supplier_C,2026-08-07,TEMP_INV,Invalid Reading,Low,115.22,Fail,Replace or recalibrate sensor
INS1171,V0291,MODEL_A,Plant_2,CMP0295,Battery,Supplier_B,2026-08-09,BAT_TEMP,Overheating,Low,28.96,Fail,Inspect cooling system
INS1172,V0091,MODEL_A,Plant_1,CMP0123,Battery,Supplier_C,2026-01-29,BAT_TEMP,Overheating,Low,41.73,Fail,Inspect cooling system
INS1173,V0017,MODEL_B,Plant_1,CMP0063,Battery,Supplier_B,2026-02-14,BAT_TEMP,Overheating,Medium,61.25,Fail,Inspect cooling system
INS1174,V0426,MODEL_C,Plant_2,CMP0139,Battery,Supplier_A,2026-03-28,BAT_TEMP,Overheating,Medium,67.13,Fail,Inspect cooling system
INS1175,V0406,MODEL_C,Plant_3,CMP0128,Temperature Sensor,Supplier_B,2026-08-19,NO_SIG,No Signal,High,98.13,Fail,Check wiring and connector
INS1176,V0367,MODEL_B,Plant_2,CMP0104,Battery,Supplier_B,2026-07-18,BAT_TEMP,Overheating,High,21.36,Fail,Inspect cooling system
INS1177,V0414,MODEL_A,Plant_1,CMP0163,Temperature Sensor,Supplier_C,2026-08-21,TEMP_DRIFT,Signal Drift,Low,94.68,Fail,Perform sensor calibration
INS1178,V0453,MODEL_C,Plant_2,CMP0128,Battery,Supplier_B,2026-07-28,BAT_TEMP,Overheating,Low,40.58,Fail,Inspect cooling system
INS1179,V0442,MODEL_B,Plant_1,CMP0213,Battery,Supplier_A,2026-02-23,BAT_CELL,Cell Imbalance,High,51.52,Fail,Inspect battery cells
INS1180,V0136,MODEL_A,Plant_2,CMP0060,Brake Sensor,Supplier_C,2026-04-06,SIG_ERR,Signal Error,Medium,39.32,Fail,Inspect sensor connection
INS1181,V0076,MODEL_B,Plant_1,CMP0271,Brake Sensor,Supplier_C,2026-07-08,NO_SIG,No Signal,High,69.72,Fail,Check wiring and connector
INS1182,V0106,MODEL_C,Plant_3,CMP0129,Temperature Sensor,Supplier_B,2026-06-11,NO_SIG,No Signal,Medium,14.18,Fail,Check wiring and connector
INS1183,V0475,MODEL_A,Plant_2,CMP0159,Temperature Sensor,Supplier_B,2026-05-06,NO_SIG,No Signal,Medium,117.11,Fail,Check wiring and connector
INS1184,V0146,MODEL_C,Plant_2,CMP0075,Battery,Supplier_C,2026-04-08,BAT_TEMP,Overheating,Medium,51.84,Fail,Inspect cooling system
INS1185,V0295,MODEL_C,Plant_1,CMP0054,Battery,Supplier_C,2026-01-22,BAT_CELL,Cell Imbalance,High,79.14,Fail,Inspect battery cells
INS1186,V0493,MODEL_B,Plant_2,CMP0213,Battery,Supplier_A,2026-01-15,BAT_VOLT,Voltage Drop,Low,70.42,Fail,Check battery voltage
INS1187,V0469,MODEL_C,Plant_3,CMP0177,Temperature Sensor,Supplier_B,2026-06-17,TEMP_DRIFT,Signal Drift,Low,34.66,Fail,Perform sensor calibration
INS1188,V0298,MODEL_C,Plant_1,CMP0180,Brake Sensor,Supplier_C,2026-01-19,NO_SIG,No Signal,Medium,98.79,Fail,Check wiring and connector
INS1189,V0247,MODEL_B,Plant_2,CMP0074,Brake Sensor,Supplier_B,2026-03-15,SIG_ERR,Signal Error,High,42.2,Fail,Inspect sensor connection
INS1190,V0017,MODEL_A,Plant_3,CMP0055,Battery,Supplier_B,2026-05-13,BAT_CELL,Cell Imbalance,Medium,43.98,Fail,Inspect battery cells
INS1191,V0321,MODEL_B,Plant_2,CMP0241,Battery,Supplier_C,2026-02-23,BAT_CELL,Cell Imbalance,Low,62.04,Fail,Inspect battery cells
INS1192,V0397,MODEL_B,Plant_1,CMP0013,Brake Sensor,Supplier_A,2026-03-04,NO_SIG,No Signal,Low,33.06,Fail,Check wiring and connector
INS1193,V0164,MODEL_B,Plant_3,CMP0165,Battery,Supplier_A,2026-02-26,BAT_CELL,Cell Imbalance,High,64.63,Fail,Inspect battery cells
INS1194,V0040,MODEL_C,Plant_2,CMP0163,Battery,Supplier_A,2026-06-12,BAT_VOLT,Voltage Drop,High,68.37,Fail,Check battery voltage
INS1195,V0145,MODEL_B,Plant_1,CMP0277,Brake Sensor,Supplier_C,2026-03-21,CAL_ERR,Calibration Error,Low,17.52,Fail,Recalibrate sensor
INS1196,V0372,MODEL_C,Plant_3,CMP0233,Temperature Sensor,Supplier_C,2026-06-19,TEMP_INV,Invalid Reading,Low,-0.67,Fail,Replace or recalibrate sensor
INS1197,V0327,MODEL_B,Plant_2,CMP0198,Brake Sensor,Supplier_B,2026-04-18,SIG_ERR,Signal Error,High,10.42,Fail,Inspect sensor connection
INS1198,V0199,MODEL_A,Plant_3,CMP0151,Battery,Supplier_C,2026-01-30,BAT_CELL,Cell Imbalance,Low,40.38,Fail,Inspect battery cells
INS1199,V0224,MODEL_A,Plant_3,CMP0152,Brake Sensor,Supplier_B,2026-04-23,NO_SIG,No Signal,Medium,35.94,Fail,Check wiring and connector
INS1200,V0053,MODEL_C,Plant_3,CMP0272,Brake Sensor,Supplier_B,2026-06-22,CAL_ERR,Calibration Error,Low,6.63,Fail,Recalibrate sensor
INS1201,V0439,MODEL_B,Plant_3,CMP0009,Brake Sensor,Supplier_A,2026-02-16,CAL_ERR,Calibration Error,Low,77.58,Fail,Recalibrate sensor
INS1202,V0026,MODEL_A,Plant_2,CMP0169,Battery,Supplier_B,2026-07-30,BAT_TEMP,Overheating,Medium,68.77,Fail,Inspect cooling system
INS1203,V0085,MODEL_B,Plant_2,CMP0104,Battery,Supplier_A,2026-01-03,BAT_TEMP,Overheating,Medium,57.96,Fail,Inspect cooling system
INS1204,V0154,MODEL_B,Plant_1,CMP0247,Temperature Sensor,Supplier_B,2026-04-27,NO_SIG,No Signal,Low,58.97,Fail,Check wiring and connector
INS1205,V0010,MODEL_B,Plant_1,CMP0079,Brake Sensor,Supplier_B,2026-05-05,SIG_ERR,Signal Error,Medium,36.47,Fail,Inspect sensor connection
INS1206,V0136,MODEL_C,Plant_3,CMP0265,Battery,Supplier_A,2026-04-16,BAT_VOLT,Voltage Drop,Medium,71.07,Fail,Check battery voltage
INS1207,V0043,MODEL_B,Plant_1,CMP0092,Temperature Sensor,Supplier_B,2026-08-16,TEMP_INV,Invalid Reading,High,34.11,Fail,Replace or recalibrate sensor
INS1208,V0387,MODEL_A,Plant_2,CMP0189,Temperature Sensor,Supplier_C,2026-03-14,NO_SIG,No Signal,Low,29.44,Fail,Check wiring and connector
INS1209,V0171,MODEL_C,Plant_1,CMP0146,Brake Sensor,Supplier_A,2026-03-08,CAL_ERR,Calibration Error,Low,4.71,Fail,Recalibrate sensor
INS1210,V0485,MODEL_C,Plant_2,CMP0146,Temperature Sensor,Supplier_B,2026-06-29,TEMP_DRIFT,Signal Drift,Medium,8.44,Fail,Perform sensor calibration
INS1211,V0397,MODEL_A,Plant_1,CMP0154,Temperature Sensor,,2026-06-16,NO_SIG,No Signal,Low,42.13,Fail,Check wiring and connector
INS1212,V0199,MODEL_B,Plant_1,CMP0035,Brake Sensor,Supplier_A,2026-01-29,SIG_ERR,Signal Error,Medium,55.74,Fail,Inspect sensor connection
INS1213,V0373,MODEL_B,Plant_2,CMP0164,Temperature Sensor,Supplier_A,2026-06-13,TEMP_INV,Invalid Reading,High,68.64,Fail,Replace or recalibrate sensor
INS1214,V0233,MODEL_C,Plant_2,CMP0290,Brake Sensor,Supplier_C,2026-03-13,CAL_ERR,Calibration Error,Medium,5.81,Fail,Recalibrate sensor
INS1215,V0143,MODEL_A,Plant_3,CMP0121,Brake Sensor,Supplier_A,2026-07-21,NO_SIG,No Signal,High,86.45,Fail,Check wiring and connector
INS1216,V0432,MODEL_B,Plant_2,CMP0196,Brake Sensor,Supplier_A,2026-02-25,NO_SIG,No Signal,Medium,38.03,Fail,Check wiring and connector
INS1217,V0388,MODEL_A,Plant_1,CMP0266,Brake Sensor,Supplier_A,2026-05-14,NO_SIG,No Signal,High,99.57,Fail,Check wiring and connector
INS1218,V0172,MODEL_A,Plant_2,CMP0028,Brake Sensor,Supplier_B,2026-05-24,SIG_ERR,Signal Error,Low,75.65,Fail,Inspect sensor connection
INS1219,V0043,MODEL_B,Plant_3,CMP0222,Battery,Supplier_B,2026-08-16,BAT_TEMP,Overheating,High,53.61,Fail,Inspect cooling system
INS1220,V0056,MODEL_B,Plant_1,CMP0109,Battery,Supplier_C,2026-08-15,BAT_CELL,Cell Imbalance,Medium,52.53,Fail,Inspect battery cells
INS1221,V0318,MODEL_A,Plant_2,CMP0194,Battery,Supplier_A,2026-05-23,BAT_TEMP,Overheating,Medium,27.08,Fail,Inspect cooling system
INS1222,V0240,MODEL_C,Plant_2,CMP0228,Brake Sensor,Supplier_A,2026-05-02,CAL_ERR,Calibration Error,High,14.63,Fail,Recalibrate sensor
INS1223,V0332,MODEL_A,Plant_2,CMP0250,Brake Sensor,Supplier_C,2026-05-21,SIG_ERR,Signal Error,Medium,3.82,Fail,Inspect sensor connection
INS1224,V0105,MODEL_C,Plant_1,CMP0196,Brake Sensor,Supplier_A,2026-03-31,CAL_ERR,Calibration Error,Low,12.27,Fail,Recalibrate sensor
INS1225,V0022,MODEL_A,Plant_1,CMP0108,Brake Sensor,Supplier_C,2026-06-16,NO_SIG,No Signal,High,73.79,Fail,Check wiring and connector
INS1226,V0165,MODEL_B,Plant_2,CMP0189,Temperature Sensor,Supplier_A,2026-07-09,NO_SIG,No Signal,High,104.53,Fail,Check wiring and connector
INS1227,V0036,MODEL_A,Plant_1,CMP0014,Battery,Supplier_A,2026-07-10,BAT_TEMP,Overheating,High,25.01,Fail,Inspect cooling system
INS1228,V0342,MODEL_A,Plant_3,CMP0269,Battery,Supplier_A,2026-03-23,BAT_VOLT,Voltage Drop,High,66.26,Fail,Check battery voltage
INS1229,V0007,MODEL_A,Plant_2,CMP0105,Battery,Supplier_A,2026-04-23,BAT_VOLT,Voltage Drop,Medium,47.1,Fail,Check battery voltage
INS1230,V0300,MODEL_C,Plant_3,CMP0178,Brake Sensor,Supplier_C,2026-03-23,SIG_ERR,Signal Error,Medium,86.23,Fail,Inspect sensor connection
INS1231,V0075,MODEL_C,Plant_1,CMP0200,Battery,Supplier_B,2026-05-29,BAT_TEMP,Overheating,Medium,44.86,Fail,Inspect cooling system
